#ATOMDATA Id type x=3 u=3
#INPUTCONV temp 0.5822
#INPUTCONV moment 1
#INPUTCONV angmoment 1
1 Na 0.000000 2.810000 2.810000 0.0 0.0 0.0
2 Na 2.810000 2.810000 0.000000 0.0 0.0 0.0
3 Na 2.810000 0.000000 2.810000 0.0 0.0 0.0
4 Cl 2.810000 2.810000 2.810000 0.0 0.0 0.0
5 Cl 2.810000 0.000000 0.000000 0.0 0.0 0.0
6 Cl 0.000000 0.000000 2.810000 0.0 0.0 0.0
7 Na 0.000000 0.000000 5.620000 0.0 0.0 0.0
8 Na 0.000000 2.810000 8.430000 0.0 0.0 0.0
9 Na 2.810000 2.810000 5.620000 0.0 0.0 0.0
10 Na 2.810000 0.000000 8.430000 0.0 0.0 0.0
11 Cl 2.810000 2.810000 8.430000 0.0 0.0 0.0
12 Cl 2.810000 0.000000 5.620000 0.0 0.0 0.0
13 Cl 0.000000 0.000000 8.430000 0.0 0.0 0.0
14 Cl 0.000000 2.810000 5.620000 0.0 0.0 0.0
15 Na 0.000000 2.810000 14.050000 0.0 0.0 0.0
16 Na 2.810000 2.810000 11.240000 0.0 0.0 0.0
17 Na 2.810000 0.000000 14.050000 0.0 0.0 0.0
18 Cl 2.810000 2.810000 14.050000 0.0 0.0 0.0
19 Cl 2.810000 0.000000 11.240000 0.0 0.0 0.0
20 Cl 0.000000 2.810000 11.240000 0.0 0.0 0.0
21 Na 0.000000 0.000000 16.860000 0.0 0.0 0.0
22 Na 0.000000 2.810000 19.670000 0.0 0.0 0.0
23 Na 2.810000 0.000000 19.670000 0.0 0.0 0.0
24 Cl 2.810000 2.810000 19.670000 0.0 0.0 0.0
25 Cl 2.810000 0.000000 16.860000 0.0 0.0 0.0
26 Cl 0.000000 0.000000 19.670000 0.0 0.0 0.0
27 Na 0.000000 5.620000 0.000000 0.0 0.0 0.0
28 Na 2.810000 8.430000 0.000000 0.0 0.0 0.0
29 Na 2.810000 5.620000 2.810000 0.0 0.0 0.0
30 Cl 2.810000 8.430000 2.810000 0.0 0.0 0.0
31 Cl 2.810000 5.620000 0.000000 0.0 0.0 0.0
32 Cl 0.000000 5.620000 2.810000 0.0 0.0 0.0
33 Na 0.000000 5.620000 5.620000 0.0 0.0 0.0
34 Na 0.000000 8.430000 8.430000 0.0 0.0 0.0
35 Na 2.810000 8.430000 5.620000 0.0 0.0 0.0
36 Na 2.810000 5.620000 8.430000 0.0 0.0 0.0
37 Cl 2.810000 8.430000 8.430000 0.0 0.0 0.0
38 Cl 2.810000 5.620000 5.620000 0.0 0.0 0.0
39 Cl 0.000000 5.620000 8.430000 0.0 0.0 0.0
40 Cl 0.000000 8.430000 5.620000 0.0 0.0 0.0
41 Na 0.000000 8.430000 14.050000 0.0 0.0 0.0
42 Na 2.810000 8.430000 11.240000 0.0 0.0 0.0
43 Na 2.810000 5.620000 14.050000 0.0 0.0 0.0
44 Cl 2.810000 8.430000 14.050000 0.0 0.0 0.0
45 Cl 2.810000 5.620000 11.240000 0.0 0.0 0.0
46 Cl 0.000000 5.620000 14.050000 0.0 0.0 0.0
47 Na 0.000000 8.430000 19.670000 0.0 0.0 0.0
48 Na 2.810000 8.430000 16.860000 0.0 0.0 0.0
49 Na 2.810000 5.620000 19.670000 0.0 0.0 0.0
50 Cl 2.810000 8.430000 19.670000 0.0 0.0 0.0
51 Cl 0.000000 5.620000 19.670000 0.0 0.0 0.0
52 Cl 0.000000 8.430000 16.860000 0.0 0.0 0.0
53 Na 0.000000 11.240000 0.000000 0.0 0.0 0.0
54 Na 2.810000 14.050000 0.000000 0.0 0.0 0.0
55 Na 2.810000 11.240000 2.810000 0.0 0.0 0.0
56 Cl 2.810000 14.050000 2.810000 0.0 0.0 0.0
57 Cl 2.810000 11.240000 0.000000 0.0 0.0 0.0
58 Cl 0.000000 14.050000 0.000000 0.0 0.0 0.0
59 Na 0.000000 11.240000 5.620000 0.0 0.0 0.0
60 Na 0.000000 14.050000 8.430000 0.0 0.0 0.0
61 Na 2.810000 14.050000 5.620000 0.0 0.0 0.0
62 Na 2.810000 11.240000 8.430000 0.0 0.0 0.0
63 Cl 2.810000 14.050000 8.430000 0.0 0.0 0.0
64 Cl 2.810000 11.240000 5.620000 0.0 0.0 0.0
65 Cl 0.000000 11.240000 8.430000 0.0 0.0 0.0
66 Cl 0.000000 14.050000 5.620000 0.0 0.0 0.0
67 Na 0.000000 11.240000 11.240000 0.0 0.0 0.0
68 Na 0.000000 14.050000 14.050000 0.0 0.0 0.0
69 Na 2.810000 11.240000 14.050000 0.0 0.0 0.0
70 Cl 2.810000 11.240000 11.240000 0.0 0.0 0.0
71 Cl 0.000000 11.240000 14.050000 0.0 0.0 0.0
72 Cl 0.000000 14.050000 11.240000 0.0 0.0 0.0
73 Na 0.000000 11.240000 16.860000 0.0 0.0 0.0
74 Na 2.810000 14.050000 16.860000 0.0 0.0 0.0
75 Na 2.810000 11.240000 19.670000 0.0 0.0 0.0
76 Cl 2.810000 11.240000 16.860000 0.0 0.0 0.0
77 Cl 0.000000 11.240000 19.670000 0.0 0.0 0.0
78 Cl 0.000000 14.050000 16.860000 0.0 0.0 0.0
79 Na 0.000000 16.860000 0.000000 0.0 0.0 0.0
80 Na 2.810000 19.670000 0.000000 0.0 0.0 0.0
81 Na 2.810000 16.860000 2.810000 0.0 0.0 0.0
82 Cl 2.810000 16.860000 0.000000 0.0 0.0 0.0
83 Cl 0.000000 16.860000 2.810000 0.0 0.0 0.0
84 Cl 0.000000 19.670000 0.000000 0.0 0.0 0.0
85 Na 0.000000 16.860000 5.620000 0.0 0.0 0.0
86 Na 0.000000 19.670000 8.430000 0.0 0.0 0.0
87 Na 2.810000 19.670000 5.620000 0.0 0.0 0.0
88 Na 2.810000 16.860000 8.430000 0.0 0.0 0.0
89 Cl 2.810000 19.670000 8.430000 0.0 0.0 0.0
90 Cl 2.810000 16.860000 5.620000 0.0 0.0 0.0
91 Cl 0.000000 16.860000 8.430000 0.0 0.0 0.0
92 Cl 0.000000 19.670000 5.620000 0.0 0.0 0.0
93 Na 0.000000 16.860000 11.240000 0.0 0.0 0.0
94 Na 0.000000 19.670000 14.050000 0.0 0.0 0.0
95 Na 2.810000 19.670000 11.240000 0.0 0.0 0.0
96 Na 2.810000 16.860000 14.050000 0.0 0.0 0.0
97 Cl 2.810000 19.670000 14.050000 0.0 0.0 0.0
98 Cl 2.810000 16.860000 11.240000 0.0 0.0 0.0
99 Cl 0.000000 16.860000 14.050000 0.0 0.0 0.0
100 Cl 0.000000 19.670000 11.240000 0.0 0.0 0.0
101 Na 0.000000 19.670000 19.670000 0.0 0.0 0.0
102 Na 2.810000 19.670000 16.860000 0.0 0.0 0.0
103 Na 2.810000 16.860000 19.670000 0.0 0.0 0.0
104 Cl 2.810000 19.670000 19.670000 0.0 0.0 0.0
105 Cl 2.810000 16.860000 16.860000 0.0 0.0 0.0
106 Cl 0.000000 19.670000 16.860000 0.0 0.0 0.0
107 Na 5.620000 0.000000 0.000000 0.0 0.0 0.0
108 Na 8.430000 2.810000 0.000000 0.0 0.0 0.0
109 Na 8.430000 0.000000 2.810000 0.0 0.0 0.0
110 Cl 8.430000 0.000000 0.000000 0.0 0.0 0.0
111 Cl 5.620000 0.000000 2.810000 0.0 0.0 0.0
112 Cl 5.620000 2.810000 0.000000 0.0 0.0 0.0
113 Na 5.620000 0.000000 5.620000 0.0 0.0 0.0
114 Na 5.620000 2.810000 8.430000 0.0 0.0 0.0
115 Na 8.430000 2.810000 5.620000 0.0 0.0 0.0
116 Na 8.430000 0.000000 8.430000 0.0 0.0 0.0
117 Cl 8.430000 2.810000 8.430000 0.0 0.0 0.0
118 Cl 8.430000 0.000000 5.620000 0.0 0.0 0.0
119 Cl 5.620000 0.000000 8.430000 0.0 0.0 0.0
120 Cl 5.620000 2.810000 5.620000 0.0 0.0 0.0
121 Na 5.620000 0.000000 11.240000 0.0 0.0 0.0
122 Na 5.620000 2.810000 14.050000 0.0 0.0 0.0
123 Na 8.430000 0.000000 14.050000 0.0 0.0 0.0
124 Cl 8.430000 2.810000 14.050000 0.0 0.0 0.0
125 Cl 8.430000 0.000000 11.240000 0.0 0.0 0.0
126 Cl 5.620000 0.000000 14.050000 0.0 0.0 0.0
127 Na 5.620000 0.000000 16.860000 0.0 0.0 0.0
128 Na 5.620000 2.810000 19.670000 0.0 0.0 0.0
129 Na 8.430000 2.810000 16.860000 0.0 0.0 0.0
130 Cl 8.430000 2.810000 19.670000 0.0 0.0 0.0
131 Cl 8.430000 0.000000 16.860000 0.0 0.0 0.0
132 Cl 5.620000 2.810000 16.860000 0.0 0.0 0.0
133 Na 5.620000 5.620000 0.000000 0.0 0.0 0.0
134 Na 8.430000 8.430000 0.000000 0.0 0.0 0.0
135 Na 8.430000 5.620000 2.810000 0.0 0.0 0.0
136 Cl 8.430000 5.620000 0.000000 0.0 0.0 0.0
137 Cl 5.620000 5.620000 2.810000 0.0 0.0 0.0
138 Cl 5.620000 8.430000 0.000000 0.0 0.0 0.0
139 Na 5.620000 8.430000 8.430000 0.0 0.0 0.0
140 Na 8.430000 8.430000 5.620000 0.0 0.0 0.0
141 Na 8.430000 5.620000 8.430000 0.0 0.0 0.0
142 Cl 8.430000 8.430000 8.430000 0.0 0.0 0.0
143 Cl 8.430000 5.620000 5.620000 0.0 0.0 0.0
144 Cl 5.620000 8.430000 5.620000 0.0 0.0 0.0
145 Na 5.620000 5.620000 11.240000 0.0 0.0 0.0
146 Na 5.620000 8.430000 14.050000 0.0 0.0 0.0
147 Na 8.430000 8.430000 11.240000 0.0 0.0 0.0
148 Cl 8.430000 8.430000 14.050000 0.0 0.0 0.0
149 Cl 8.430000 5.620000 11.240000 0.0 0.0 0.0
150 Cl 5.620000 8.430000 11.240000 0.0 0.0 0.0
151 Na 5.620000 8.430000 19.670000 0.0 0.0 0.0
152 Na 8.430000 8.430000 16.860000 0.0 0.0 0.0
153 Na 8.430000 5.620000 19.670000 0.0 0.0 0.0
154 Cl 8.430000 8.430000 19.670000 0.0 0.0 0.0
155 Cl 8.430000 5.620000 16.860000 0.0 0.0 0.0
156 Cl 5.620000 5.620000 19.670000 0.0 0.0 0.0
157 Na 5.620000 11.240000 0.000000 0.0 0.0 0.0
158 Na 5.620000 14.050000 2.810000 0.0 0.0 0.0
159 Na 8.430000 14.050000 0.000000 0.0 0.0 0.0
160 Na 8.430000 11.240000 2.810000 0.0 0.0 0.0
161 Cl 8.430000 14.050000 2.810000 0.0 0.0 0.0
162 Cl 8.430000 11.240000 0.000000 0.0 0.0 0.0
163 Cl 5.620000 11.240000 2.810000 0.0 0.0 0.0
164 Cl 5.620000 14.050000 0.000000 0.0 0.0 0.0
165 Na 5.620000 11.240000 5.620000 0.0 0.0 0.0
166 Na 8.430000 14.050000 5.620000 0.0 0.0 0.0
167 Na 8.430000 11.240000 8.430000 0.0 0.0 0.0
168 Cl 8.430000 11.240000 5.620000 0.0 0.0 0.0
169 Cl 5.620000 11.240000 8.430000 0.0 0.0 0.0
170 Cl 5.620000 14.050000 5.620000 0.0 0.0 0.0
171 Na 5.620000 11.240000 11.240000 0.0 0.0 0.0
172 Na 5.620000 14.050000 14.050000 0.0 0.0 0.0
173 Na 8.430000 14.050000 11.240000 0.0 0.0 0.0
174 Na 8.430000 11.240000 14.050000 0.0 0.0 0.0
175 Cl 8.430000 14.050000 14.050000 0.0 0.0 0.0
176 Cl 8.430000 11.240000 11.240000 0.0 0.0 0.0
177 Cl 5.620000 11.240000 14.050000 0.0 0.0 0.0
178 Cl 5.620000 14.050000 11.240000 0.0 0.0 0.0
