#ATOMDATA Id type x=3 u=3
#INPUTCONV temp 0.5822
#INPUTCONV moment 1
#INPUTCONV angmoment 1
1 Na 0.000000 0.000000 0.000000 0.0 0.0 0.0
2 Na 0.000000 2.810000 2.810000 0.0 0.0 0.0
3 Na 2.810000 2.810000 0.000000 0.0 0.0 0.0
4 Cl 2.810000 0.000000 0.000000 0.0 0.0 0.0
5 Cl 0.000000 0.000000 2.810000 0.0 0.0 0.0
6 Cl 0.000000 2.810000 0.000000 0.0 0.0 0.0
7 Na 0.000000 0.000000 5.620000 0.0 0.0 0.0
8 Na 0.000000 2.810000 8.430000 0.0 0.0 0.0
9 Na 2.810000 2.810000 5.620000 0.0 0.0 0.0
10 Cl 2.810000 2.810000 8.430000 0.0 0.0 0.0
11 Cl 0.000000 0.000000 8.430000 0.0 0.0 0.0
12 Cl 0.000000 2.810000 5.620000 0.0 0.0 0.0
13 Na 0.000000 0.000000 11.240000 0.0 0.0 0.0
14 Na 0.000000 2.810000 14.050000 0.0 0.0 0.0
15 Na 2.810000 2.810000 11.240000 0.0 0.0 0.0
16 Cl 2.810000 2.810000 14.050000 0.0 0.0 0.0
17 Cl 2.810000 0.000000 11.240000 0.0 0.0 0.0
18 Cl 0.000000 0.000000 14.050000 0.0 0.0 0.0
19 Na 0.000000 0.000000 16.860000 0.0 0.0 0.0
20 Na 0.000000 2.810000 19.670000 0.0 0.0 0.0
21 Na 2.810000 2.810000 16.860000 0.0 0.0 0.0
22 Cl 2.810000 0.000000 16.860000 0.0 0.0 0.0
23 Cl 0.000000 0.000000 19.670000 0.0 0.0 0.0
24 Cl 0.000000 2.810000 16.860000 0.0 0.0 0.0
25 Na 0.000000 5.620000 0.000000 0.0 0.0 0.0
26 Na 0.000000 8.430000 2.810000 0.0 0.0 0.0
27 Na 2.810000 8.430000 0.000000 0.0 0.0 0.0
28 Cl 2.810000 8.430000 2.810000 0.0 0.0 0.0
29 Cl 0.000000 5.620000 2.810000 0.0 0.0 0.0
