# ATOMDATA Id type x=3 u=3
1	C0	4.819683e+01	1.264826e+00	5.000000e+00	-2.536106e-01	-1.148101e-01	-1.635957e-01	
2	C0	7.302551e-01	5.059354e+01	5.000000e+00	-2.704159e-01	5.799794e-02	5.254126e-03	
3	C0	2.190765e+00	5.059354e+01	5.000000e+00	3.290863e-01	1.536970e-02	5.308871e-02	
4	C0	2.921020e+00	1.264826e+00	5.000000e+00	-1.528966e-01	2.409090e-01	-6.654224e-02	
5	C0	4.819683e+01	3.794504e+00	5.000000e+00	7.784276e-02	-3.289318e-01	-1.177786e-01	
6	C0	7.302551e-01	2.529665e+00	5.000000e+00	-1.634431e-01	-5.677618e-02	2.567181e-01	
7	C0	2.190765e+00	2.529665e+00	5.000000e+00	-1.628178e-01	-1.590737e-01	-2.017796e-01	
8	C0	2.921020e+00	3.794504e+00	5.000000e+00	1.012585e-01	2.015039e-02	4.670016e-01	
9	C0	4.819683e+01	6.324182e+00	5.000000e+00	-5.963065e-01	1.650576e-02	3.639728e-04	
10	C0	7.302551e-01	5.059343e+00	5.000000e+00	3.839638e-01	3.145968e-02	3.615279e-02	
11	C0	2.190765e+00	5.059343e+00	5.000000e+00	2.721156e-01	8.514107e-02	1.439223e-01	
12	C0	2.921020e+00	6.324182e+00	5.000000e+00	-4.085226e-01	1.541616e-01	4.235619e-02	
13	C0	4.819683e+01	8.853860e+00	5.000000e+00	-1.149545e-01	1.855701e-01	2.882751e-01	
14	C0	7.302551e-01	7.589021e+00	5.000000e+00	-6.767367e-02	3.205214e-03	4.694585e-01	
15	C0	2.190765e+00	7.589021e+00	5.000000e+00	-2.160530e-01	-1.259609e-01	3.099479e-02	
16	C0	2.921020e+00	8.853860e+00	5.000000e+00	4.633034e-02	-2.964426e-01	2.053730e-01	
17	C0	4.819683e+01	1.138354e+01	5.000000e+00	-1.680279e-02	2.278151e-02	3.053976e-01	
18	C0	7.302551e-01	1.011870e+01	5.000000e+00	-5.376238e-02	4.586801e-02	-2.906730e-01	
19	C0	2.190765e+00	1.011870e+01	5.000000e+00	-3.475594e-02	8.983280e-03	2.731543e-01	
20	C0	2.921020e+00	1.138354e+01	5.000000e+00	3.037325e-01	-1.177702e-01	9.445065e-03	
21	C0	1.986488e-09	1.391322e+01	5.000000e+00	-3.563123e-01	1.570615e-01	-1.088908e-01	
22	C0	7.302551e-01	1.264838e+01	5.000000e+00	1.039023e-01	-3.022603e-01	-1.220699e-02	
23	C0	2.190765e+00	1.264838e+01	5.000000e+00	-4.853643e-02	-3.785525e-01	2.040540e-01	
24	C0	2.921020e+00	1.391322e+01	5.000000e+00	4.113190e-01	5.811884e-02	-2.509264e-01	
25	C0	4.396832e-09	1.644289e+01	5.000000e+00	3.401339e-02	2.009759e-01	-1.716115e-01	
26	C0	7.302551e-01	1.517805e+01	5.000000e+00	2.179813e-02	4.310278e-01	2.057024e-02	
27	C0	2.190765e+00	1.517805e+01	5.000000e+00	3.467653e-01	-2.536438e-01	4.657919e-03	
28	C0	2.921020e+00	1.644289e+01	5.000000e+00	4.128923e-02	3.575240e-01	8.862057e-02	
29	C0	6.376064e-09	1.897257e+01	5.000000e+00	-1.435413e-01	3.865006e-01	-1.302428e-01	
30	C0	7.302551e-01	1.770773e+01	5.000000e+00	1.648871e-01	1.893742e-01	-4.607054e-02	
31	C0	2.190765e+00	1.770773e+01	5.000000e+00	9.462863e-03	4.266187e-01	2.032963e-01	
32	C0	2.921020e+00	1.897257e+01	5.000000e+00	5.285376e-01	4.701923e-03	-1.391211e-01	
33	C0	7.731239e-09	2.150225e+01	5.000000e+00	7.275296e-02	-2.193503e-01	2.042957e-01	
34	C0	7.302551e-01	2.023741e+01	5.000000e+00	-1.165288e-01	3.970942e-01	4.833922e-02	
35	C0	2.190765e+00	2.023741e+01	5.000000e+00	3.266515e-01	-1.250233e-01	1.654785e-01	
36	C0	2.921020e+00	2.150225e+01	5.000000e+00	-3.238036e-01	-4.296106e-03	-7.273120e-02	
37	C0	8.330393e-09	2.403193e+01	5.000000e+00	-3.909004e-02	5.460928e-01	-2.359816e-02	
38	C0	7.302551e-01	2.276709e+01	5.000000e+00	-3.451804e-03	-6.107405e-02	-2.852137e-01	
39	C0	2.190765e+00	2.276709e+01	5.000000e+00	8.708801e-02	1.264701e-01	-2.987601e-01	
40	C0	2.921020e+00	2.403193e+01	5.000000e+00	1.898901e-01	2.194049e-01	2.222893e-01	
41	C0	8.115253e-09	2.656160e+01	5.000000e+00	-1.390000e-01	-3.119245e-01	1.755407e-01	
42	C0	7.302551e-01	2.529676e+01	5.000000e+00	1.367445e-01	1.075213e-01	3.721097e-01	
43	C0	2.190765e+00	2.529676e+01	5.000000e+00	-5.528603e-02	9.856936e-02	3.590421e-01	
44	C0	2.921020e+00	2.656160e+01	5.000000e+00	8.207548e-02	1.620436e-01	2.089231e-02	
45	C0	7.106743e-09	2.909128e+01	5.000000e+00	5.414121e-02	-9.667628e-02	-1.314780e-02	
46	C0	7.302551e-01	2.782644e+01	5.000000e+00	2.821597e-01	1.794063e-01	2.622234e-02	
47	C0	2.190765e+00	2.782644e+01	5.000000e+00	-3.761045e-01	-2.464588e-01	-3.835592e-02	
48	C0	2.921020e+00	2.909128e+01	5.000000e+00	-4.424147e-01	-6.188202e-02	-3.837056e-02	
