#ATOMDATA Id type x=3 u=3
#BOX 6.000000e-09 0.000000e+00 0.000000e+00 0.000000e+00 6.000000e-09 0.000000e+00 0.000000e+00 0.000000e+00 6.000000e-09
# INPUTCONV moment 1
# INPUTCONV angmoment 1
18  Fe 2.42744075904e-09 1.85309843258e-09 1.85486163925e-09 -78.4523382683 -5.49859577115 -44.7619052347 
19  Fe 2.56721526701e-09 1.99329875242e-09 1.99446226076e-09 94.973009543 -40.0449611899 90.3699758418 
20  Fe 2.85392262901e-09 1.41904537433e-09 1.99607964583e-09 98.9019154566 -55.6826484183 88.7201142445 
21  Fe 2.85535272172e-09 1.7082488917e-09 1.70739155255e-09 4.51765819663 -41.704939558 39.0079326644 
22  Fe 2.71165448736e-09 1.56434216486e-09 1.84936293775e-09 84.7789275389 -16.6499189644 -65.3928911152 
23  Fe 2.85906074574e-09 1.71110086566e-09 1.99725165783e-09 -22.999840939 -6.92212875323 -7.15835686175 
24  Fe 2.85693740072e-09 1.9963063126e-09 1.4236571821e-09 -48.317356663 -67.0691598985 -92.830460329 
25  Fe 2.71366531543e-09 1.84964731812e-09 1.56204380634e-09 85.3177009082 -80.2067354229 -55.7658796924 
26  Ni 2.85935140922e-09 1.9950310281e-09 1.7092133061e-09 -86.2372943136 -33.6166072328 -24.8871995718 
27  Ni 2.7128021656e-09 1.85020893077e-09 1.8508308762e-09 -0.929082977087 85.3498109548 67.4907801521 
28  Fe 2.85365461765e-09 1.99814968982e-09 1.99842930878e-09 -24.4806743807 -93.1025274066 -38.0078157121 
29  Fe 2.9975643116e-09 1.85029294138e-09 1.56577167035e-09 76.3041949721 -81.2482144596 -66.0815724945 
30  Fe 3.14051625689e-09 1.41886495683e-09 1.9932280612e-09 30.7574204778 -98.1295179567 21.947223098 
31  Fe 3.14247851765e-09 1.70628758583e-09 1.70677343553e-09 21.1273962265 -99.2276025932 66.2645747728 
32  Fe 3.00255816348e-09 1.56464030756e-09 1.85302232723e-09 9.84751037781 5.29005560339 -75.4403648784 
33  Fe 3.14194971603e-09 1.70979479491e-09 1.99286449209e-09 -51.144557051 -9.9310168577 7.9097161572 
34  Fe 3.14231265378e-09 1.99635554065e-09 1.42446535775e-09 -16.5374481662 67.0691422033 -99.012412596 
35  Fe 3.14622149371e-09 1.9974582568e-09 1.70991898847e-09 83.4737347362 -95.9305136446 -46.2883079174 
36  Fe 3.00276530005e-09 1.85380966602e-09 1.84995001656e-09 -72.2921450493 -82.1678079582 20.0950848498 
37  Ni 3.14397860615e-09 1.99411183162e-09 1.99465894733e-09 2.8206553789 16.9031090647 5.44489571147 
38  Fe 3.43280948235e-09 1.42026644927e-09 1.99430863715e-09 -29.688564469 92.4224347772 12.3423683049 
39  Fe 3.43273879113e-09 1.70728270616e-09 1.70767359398e-09 32.3036198189 23.1798551619 14.2128503482 
40  Fe 3.28996685233e-09 1.56576122382e-09 1.85196117981e-09 -45.7491570831 -55.6927487048 14.985247755 
41  Fe 3.42874028785e-09 1.7088193873e-09 1.99810148737e-09 -79.4845824034 54.154761673 -79.7246966417 
42  Ni 3.43276261508e-09 1.99726910333e-09 1.42239628228e-09 -54.9249472818 -96.9897954711 10.3442865006 
43  Fe 3.28962710717e-09 1.84958175711e-09 1.56375182294e-09 52.9847689685 -13.5272436373 -22.5865713892 
44  Ni 3.43309246491e-09 1.99364606872e-09 1.70854476432e-09 53.9723563725 -37.2230486652 -3.83478584878 
45  Ni 3.28736413526e-09 1.84986756242e-09 1.85100302112e-09 87.890783878 -53.7493140221 0.234700599795 
46  Fe 3.42928312372e-09 1.99313286247e-09 1.99331268714e-09 -58.3975241326 -26.0414590715 18.0668926416 
47  Fe 3.71723314028e-09 1.70961146862e-09 1.70792451875e-09 61.6975607172 76.7791964006 -65.0299982936 
48  Ni 3.57589208762e-09 1.56542095097e-09 1.85319096803e-09 -32.8575435713 -52.9093681615 -72.6075636095 
49  Fe 3.71520072477e-09 1.7081597421e-09 1.99847367419e-09 79.4848247336 79.3942516574 50.5722915524 
50  Fe 3.57387431874e-09 1.85162659443e-09 1.56573489801e-09 -6.30232491824 -66.3549055189 94.8795428476 
51  Fe 3.72033549856e-09 1.99636688229e-09 1.7065542853e-09 -91.3170772564 -45.8394879223 49.0343044275 
52  Fe 3.57643698593e-09 1.85212949737e-09 1.85482338864e-09 -71.0417738981 -0.76443511097 52.0445089564 
53  Fe 3.71783326821e-09 1.99525660453e-09 1.99290514575e-09 39.3025126026 -47.7796662356 -61.482734774 
54  Fe 3.86308509115e-09 1.85134906945e-09 1.85055121446e-09 -83.2840587866 -93.8073099562 1.2942165608 
55  Fe 4.00362985546e-09 1.71121320471e-09 1.99491877689e-09 12.8811553646 94.0834739218 47.5449025387 
56  Fe 4.00563287658e-09 1.99399632843e-09 1.70855163936e-09 -86.8841441287 -64.3140503039 -78.4965565328 
57  Fe 4.00644556371e-09 1.99672946871e-09 1.99366310798e-09 31.182748606 97.3835104133 98.2826398678 
58  Fe 4.14637008247e-09 1.85212155633e-09 1.85358405895e-09 66.1527503124 -35.4740332512 -54.6267283869 
59  Ni 4.2940610505e-09 1.99632228109e-09 1.99374380106e-09 93.5451867029 -55.9892085176 -75.2324768227 
60  Fe 1.42403472468e-09 2.56719659983e-09 1.99637039549e-09 44.1174781621 37.7084665642 -41.5873822484 
61  Fe 1.42176962269e-09 2.85403209839e-09 1.99423727777e-09 38.9970209165 46.3913893077 12.5731298293 
62  Ni 1.709823908e-09 2.28546908432e-09 1.71036677514e-09 -11.9686747491 75.3496155028 -88.1913053748 
63  Ni 1.70964729663e-09 2.28280235252e-09 1.99412337967e-09 -59.9241658859 14.6521280122 -35.9709716104 
64  Ni 1.71005244238e-09 2.56888744367e-09 1.70947244912e-09 -21.4069006599 31.3680692256 -29.7782815666 
65  Fe 1.56210365684e-09 2.42751729913e-09 1.85268565382e-09 79.8873159941 -55.7507754097 -35.6948077379 
66  Fe 1.70802243372e-09 2.56915017571e-09 1.99768198225e-09 27.4322184396 -42.6349195385 -0.00885804184194 
67  Fe 1.71107407308e-09 2.85509573942e-09 1.70891145096e-09 48.9356619068 88.5478290676 -2.62534762855 
68  Fe 1.56273718106e-09 2.71296582189e-09 1.84953300728e-09 47.2183016814 54.7005792869 61.9006191203 
69  Fe 1.71082124002e-09 2.85602687238e-09 1.99685528837e-09 92.5915732945 48.2457658966 -94.0885894904 
70  Fe 1.99306504107e-09 2.28156159706e-09 1.71055188821e-09 -82.6409035281 -7.6367560344 43.6198770737 
71  Fe 1.85343543656e-09 2.14133121975e-09 1.8545839866e-09 -24.2282857766 -68.639735211 -9.98873361851 
72  Fe 1.99267271432e-09 2.28315512775e-09 1.99805307092e-09 88.3448440527 19.3915900399 -34.6391182088 
73  Fe 1.99753948946e-09 2.56830242438e-09 1.42135542344e-09 -99.8464613221 59.467424154 80.0130098034 
74  Fe 1.84966286913e-09 2.42335486675e-09 1.56724286711e-09 -35.8174329325 -61.9394765058 11.381079029 
75  Fe 1.99713531824e-09 2.56695852359e-09 1.70926016624e-09 34.4042855941 -82.0521606049 55.6303036193 
76  Ni 1.85132097206e-09 2.42598095731e-09 1.84941034194e-09 98.7094778562 45.3800578347 -87.0046160123 
77  Fe 1.99400295431e-09 2.56905503039e-09 1.99450608136e-09 -1.29938018569 -5.68428025846 -98.4567869447 
78  Fe 1.99741440527e-09 2.85679221146e-09 1.42347190325e-09 96.0752721858 -58.4659786702 56.2437923421 
79  Fe 1.85444741255e-09 2.71261345147e-09 1.56349877563e-09 57.9758912129 -65.8744053756 4.48955823876 
80  Fe 1.99630270092e-09 2.85667849254e-09 1.70906037269e-09 63.8873018156 -48.5153089038 96.8528022044 
81  Fe 1.85185458913e-09 2.7116139291e-09 1.85189159244e-09 7.50717879623 27.2564053197 -71.7869330066 
82  Fe 1.99493857573e-09 2.85528664342e-09 1.99304672018e-09 97.5184451777 15.6012492793 47.6046570333 
83  Fe 1.56701356964e-09 2.99781220559e-09 1.85282298836e-09 16.416842079 60.7149834562 2.2077044948 
84  Fe 2.28149164664e-09 2.28032613288e-09 1.42084914456e-09 -37.1206731243 15.7547879572 7.07208118731 
85  Ni 2.14084707008e-09 2.13748900201e-09 1.56470401131e-09 -57.1076633209 79.9373551178 45.1326046815 
86  Ni 2.28358993719e-09 2.27962432025e-09 1.7086625349e-09 54.2734157081 14.3416406188 63.0804440766 
87  Fe 2.13785010343e-09 2.13844529231e-09 1.84914349221e-09 9.90371923424 13.0511183818 8.4605018182 
88  Ni 2.28176044537e-09 2.28344824662e-09 1.99519852261e-09 22.8991032219 -88.248261897 -97.2237785334 
89  Fe 2.28376652673e-09 2.56936265189e-09 1.42449073407e-09 24.4423162772 -92.1729898044 -55.6897571104 
90  Fe 2.13923842998e-09 2.42531006443e-09 1.56460418553e-09 -19.3138913807 65.8029015017 -21.564162486 
91  Fe 2.2842372056e-09 2.56661276536e-09 1.71128267808e-09 85.1756668581 29.6902032242 29.9205286102 
92  Fe 2.13829757829e-09 2.42596735449e-09 1.85039660717e-09 82.0284689693 -62.8026180727 -42.8230661633 
93  Fe 2.28468917073e-09 2.57190593022e-09 1.99568325059e-09 -89.7584641305 -65.284172895 72.778183116 
94  Fe 2.14173589092e-09 2.71139757686e-09 1.27900938347e-09 57.8461929959 -2.4048460193 -11.4670289268 
95  Fe 2.28158503548e-09 2.85374464694e-09 1.42399838548e-09 -35.0817259099 40.4874906598 -31.5296739021 
96  Fe 2.14078904679e-09 2.71433458413e-09 1.56762270573e-09 -89.9491213215 -5.23909372522 82.8119667167 
97  Ni 2.28145158169e-09 2.85368468756e-09 1.70756799804e-09 73.1313227551 -95.3353745841 -4.13691499463 
98  Fe 2.1380950739e-09 2.71244513293e-09 1.84901624466e-09 -18.4081755199 27.5637287309 7.61482320149 
99  Fe 2.28429359651e-09 2.85421165966e-09 1.99537889655e-09 -15.6319539601 -47.9939550851 15.4418333971 
100  Fe 2.57128433058e-09 2.28345008964e-09 1.42368896099e-09 28.6782889295 32.6921535342 -18.7552651943 
101  Fe 2.42438851611e-09 2.13868729524e-09 1.56730172634e-09 -92.8858736497 17.8678202992 -89.0650620633 
102  Fe 2.56767119418e-09 2.28448487353e-09 1.70776908083e-09 37.0346549605 -0.10371073154 -51.8676800429 
103  Ni 2.42556780136e-09 2.14017404427e-09 1.85067501104e-09 94.2115887973 10.137825138 -17.151852938 
104  Fe 2.57225105195e-09 2.28340993518e-09 1.9955725879e-09 66.9897718201 -32.0159819592 80.4433010427 
105  Ni 2.57026043542e-09 2.57249497066e-09 1.13481723484e-09 -44.4772571998 32.9022921309 20.9307917026 
106  Fe 2.4262588209e-09 2.42778401745e-09 1.27665181897e-09 23.9930688981 42.9531708094 -84.3083021158 
107  Fe 2.56938152663e-09 2.56723559914e-09 1.42033650653e-09 6.80503552165 16.0844934713 -79.6436766068 
108  Fe 2.42794952467e-09 2.42583067305e-09 1.56628163946e-09 -97.331879473 97.6763180446 47.9200521242 
109  Ni 2.57146576934e-09 2.56812426956e-09 1.71049329912e-09 10.2829437285 -17.9556360086 99.9260970391 
110  Fe 2.42484466588e-09 2.42340860013e-09 1.85194338876e-09 -74.2752229675 -89.2773471723 32.6182505733 
111  Fe 2.56753362687e-09 2.56829711624e-09 1.998130684e-09 6.96951193128 -82.163220822 -49.5139292206 
112  Ni 2.5668353532e-09 2.85646831043e-09 1.13611555753e-09 17.904449868 54.8714341386 50.3823600478 
113  Fe 2.42560443403e-09 2.71553611178e-09 1.27778960179e-09 66.0367698251 49.0830228427 -39.4798148142 
114  Fe 2.57077944507e-09 2.85878716373e-09 1.41919953698e-09 -51.115083206 16.0727945697 28.5042032267 
115  Fe 2.42435203297e-09 2.71304759915e-09 1.56269450764e-09 -70.6717821633 71.595537463 -38.5935046424 
116  Fe 2.57116926781e-09 2.85380642005e-09 1.71097852509e-09 50.2590095393 -4.41139373202 -95.6403339261 
117  Fe 2.42332108679e-09 2.71318794669e-09 1.84921412423e-09 65.9507074235 -97.6063582104 20.4441596383 
118  Ni 2.56865759332e-09 2.85563747136e-09 1.99554479728e-09 86.3070308167 -94.9382376834 18.1204775898 
119  Ni 2.71043923278e-09 2.13710324069e-09 1.27966906684e-09 34.2270828477 15.3447060452 -99.8351585119 
120  Fe 2.8589325319e-09 2.28244790657e-09 1.42357766697e-09 34.1531798868 41.0694830777 -89.1125056842 
121  Fe 2.71237592065e-09 2.13998153344e-09 1.56287478321e-09 -33.228569633 -51.9610050842 -71.2757265061 
122  Ni 2.85550660465e-09 2.28381688665e-09 1.70934309364e-09 17.2575011464 65.9434448769 83.5957076324 
123  Fe 2.71062216218e-09 2.13692132068e-09 1.85237920542e-09 -32.3601388058 31.9802146088 32.678730382 
124  Fe 2.85691176397e-09 2.28470076575e-09 1.99516636915e-09 28.1600463801 80.8651314959 -51.2484751415 
125  Fe 2.85761130095e-09 2.56705279872e-09 1.13721396831e-09 -43.3357504864 -89.8066507605 -79.6529377716 
126  Fe 2.71480580858e-09 2.42822206654e-09 1.27502038836e-09 18.0707448712 60.4523587788 15.9356685895 
127  Fe 2.85778433367e-09 2.57204315332e-09 1.42170833504e-09 22.4304110382 26.4030661091 18.3293103791 
128  Ni 2.71449845791e-09 2.42470074664e-09 1.5673458064e-09 -57.1254294166 12.7100969258 23.3910726958 
129  Fe 2.85504325518e-09 2.56863997942e-09 1.70594904709e-09 60.9950481732 -53.0628203196 -61.2642213522 
130  Fe 2.71021232202e-09 2.42457251132e-09 1.85239695367e-09 61.1598896613 81.0903595672 79.8052617255 
131  Fe 2.85878998899e-09 2.57044843197e-09 1.99387848711e-09 72.0473839771 -52.1382101589 -72.1557433587 
132  Fe 2.8536647722e-09 2.85945503662e-09 1.13719537375e-09 -99.2283426222 65.1192910807 93.7877015182 
133  Fe 2.71400786584e-09 2.7105771988e-09 1.27561669443e-09 84.3673650103 -67.2408478182 25.7679160339 
134  Fe 2.85488707126e-09 2.85748896277e-09 1.42431746018e-09 17.0460952991 60.9191985619 6.63304743666 
135  Ni 2.71405344041e-09 2.71210026372e-09 1.5623702589e-09 65.7976201576 -82.4165520176 16.8263966762 
136  Fe 2.85726740871e-09 2.8544060723e-09 1.71109232543e-09 86.1446824792 35.6541929467 -22.7212446382 
137  Ni 2.71378779707e-09 2.71519040598e-09 1.85413547876e-09 2.08035097554 -41.9153961083 -96.3181785291 
138  Fe 2.85449613211e-09 2.85718886388e-09 1.9933362254e-09 -79.5903387384 0.959174475148 16.3919183968 
139  Fe 2.99710449698e-09 2.71304800753e-09 1.27512121274e-09 87.983929174 -65.3822880077 19.8238107002 
140  Fe 2.99960644802e-09 2.42303184176e-09 1.85458051231e-09 -6.11731433594 -1.88382533467 48.4286430052 
141  Fe 2.99706621362e-09 2.42311498847e-09 1.27902468232e-09 33.2010924505 -50.711083948 4.31653005272 
142  Fe 2.99734193851e-09 2.14123211906e-09 1.27797620481e-09 43.8007339573 -38.0457774447 63.3290980772 
143  Fe 2.71006268689e-09 2.99955429694e-09 1.85346262439e-09 -78.4773654204 -46.5502547783 -35.6532399243 
144  Fe 2.71005258635e-09 2.99884241414e-09 1.56266525913e-09 -40.3504863104 3.16702001876 61.3926431916 
145  Fe 2.42366548813e-09 2.99712593839e-09 1.56587146256e-09 -80.136715239 -21.7189471804 -86.1724398966 
146  Ni 2.14136812582e-09 2.99883467009e-09 1.56289384156e-09 -70.2922561068 95.2815279343 -16.6781372003 
147  Fe 2.99914815162e-09 2.99771390071e-09 1.85470545418e-09 -30.0437988388 83.882501807 48.9682972194 
148  Ni 2.99793168012e-09 2.9984916202e-09 1.56700161755e-09 -76.2530962826 -46.395398372 -46.3039978157 
149  Fe 3.1412909856e-09 2.28494444108e-09 1.42304871613e-09 82.5365126052 -76.8858878766 44.4194576444 
150  Fe 3.00118793927e-09 2.14073443007e-09 1.56449714811e-09 62.3417742375 95.1614961006 92.2812474856 
151  Fe 3.14606642637e-09 2.28439920227e-09 1.70795218473e-09 90.1860308788 95.9331534784 57.4005384731 
152  Fe 3.00226180013e-09 2.1389070681e-09 1.85202938353e-09 83.9737323038 80.3005183955 90.1596906549 
153  Fe 3.14637849455e-09 2.28379413936e-09 1.9935183463e-09 9.74164833768 -2.65338639852 51.0788891237 
154  Fe 3.14619595473e-09 2.56884757977e-09 1.13461861002e-09 -83.6253043188 -36.855766334 68.6623371992 
155  Fe 3.14615853906e-09 2.57040278554e-09 1.4217150883e-09 -89.5201522808 51.3692670275 62.4011339445 
156  Fe 3.00179401781e-09 2.42789891765e-09 1.56290395217e-09 -85.8383308099 71.7789282891 -36.6396916735 
157  Fe 3.14613024321e-09 2.57174085616e-09 1.70563607123e-09 30.5535875869 15.5796621533 25.3145308817 
158  Fe 3.14165516415e-09 2.57071978103e-09 1.99681494238e-09 -61.6978567847 -39.5420510972 43.5901390126 
159  Fe 3.14415231226e-09 2.8572862074e-09 1.13471414464e-09 -69.4166093922 -49.3560203115 39.5232923979 
160  Fe 3.14363388051e-09 2.85642650208e-09 1.4229153521e-09 78.1436197358 44.35936033 -82.8295757914 
161  Ni 3.00115222681e-09 2.71262245681e-09 1.56276293187e-09 29.2225088595 60.7340560112 -19.6853421254 
162  Fe 3.14177083682e-09 2.85618867043e-09 1.70637792034e-09 -2.11515403451 -6.06485163144 29.6035740197 
163  Fe 3.00229551914e-09 2.71234720949e-09 1.85378070588e-09 -97.7986240749 4.41499618088 -19.0271590459 
164  Fe 3.14301060744e-09 2.8546412273e-09 1.99617962353e-09 64.6025098695 18.576665371 -47.2482307568 
165  Ni 3.28741455961e-09 2.1367714705e-09 1.27792047969e-09 -72.0371818971 -50.8697470421 68.3314313965 
166  Fe 3.43105063084e-09 2.28287791852e-09 1.42145232145e-09 53.2773489846 43.0129386219 -33.5523939382 
167  Fe 3.28713114315e-09 2.14053308267e-09 1.56317210248e-09 1.70599189666 81.3150818373 26.9055549646 
168  Ni 3.42894608552e-09 2.28168539493e-09 1.71045830988e-09 -54.7038691839 -88.1015276481 77.5495346531 
169  Ni 3.28866023016e-09 2.13828989191e-09 1.85100631741e-09 84.819423214 99.8824015259 -87.8327534477 
170  Ni 3.43228144291e-09 2.28492377242e-09 1.99743281949e-09 4.6432338211 78.0260212617 56.5266068822 
171  Fe 3.43069679501e-09 2.57007599922e-09 1.1330552763e-09 21.8136580297 7.24853002804 17.2606628934 
172  Fe 3.28795972688e-09 2.42784683604e-09 1.27924394673e-09 -97.8716841889 -94.8666240996 -88.8041888312 
173  Ni 3.43233764722e-09 2.57064235518e-09 1.41909115621e-09 31.7318898308 -92.6652481745 15.6108073497 
174  Fe 3.2876183531e-09 2.42365296262e-09 1.56373238351e-09 -87.2952692152 71.937261695 -65.8125272793 
175  Ni 3.42879797662e-09 2.57056752222e-09 1.708003854e-09 -34.543499972 99.9000797979 -16.6822743214 
176  Ni 3.28821845631e-09 2.42461815306e-09 1.85488177253e-09 -66.2120686687 53.1774286894 -73.6693357926 
177  Fe 3.42867077776e-09 2.57124929621e-09 1.9969148552e-09 0.235537393128 -45.1165795071 -92.3542540485 
178  Fe 3.42984288024e-09 2.85369538172e-09 1.13210025012e-09 -72.8589077354 0.179551309058 -80.4557816966 
179  Ni 3.28530119012e-09 2.71485561189e-09 1.27789014203e-09 -95.3093730823 -15.0010255701 -80.5733801707 
180  Fe 3.43080750753e-09 2.85713705479e-09 1.42081391444e-09 -83.14212653 89.642208251 97.4526410911 
181  Fe 3.28624032702e-09 2.7108338498e-09 1.56788991367e-09 73.3844804454 11.4558661876 4.70117102596 
182  Fe 3.43129560332e-09 2.85829357667e-09 1.71023674971e-09 -9.35485675435 13.5841819987 9.83454692635 
183  Fe 3.28603955004e-09 2.71363122389e-09 1.85187910489e-09 1.84095441449 -54.6839281706 17.1692987518 
184  Fe 3.43013070626e-09 2.85474957698e-09 1.9960320675e-09 -82.5482382358 -41.9791973857 -10.8934396463 
185  Ni 3.71886308976e-09 2.2820475536e-09 1.42009958973e-09 -48.3607655151 23.4773026423 -10.9933599415 
186  Fe 3.57186694377e-09 2.13676600991e-09 1.56521774279e-09 34.9569601635 57.2652339736 -57.8159313453 
187  Fe 3.71524871629e-09 2.28143678767e-09 1.70746703899e-09 61.2876243709 -42.4992286332 -2.93251085232 
188  Ni 3.57616357149e-09 2.14027966791e-09 1.85116242071e-09 68.9333703224 -15.3581363686 97.2470404567 
189  Fe 3.72026382161e-09 2.28508085803e-09 1.9935180326e-09 88.4775886258 -10.6675094509 -17.7539852065 
190  Fe 3.57365396363e-09 2.42588836556e-09 1.27965508739e-09 -92.0957916379 6.19036411223 -28.1117770486 
191  Fe 3.71946787808e-09 2.57162869258e-09 1.42398893719e-09 -94.64315064 -20.4251555355 83.3440891389 
192  Fe 3.57585779174e-09 2.4259242959e-09 1.56628251386e-09 10.0580203859 70.2199877101 -3.07172895552 
193  Fe 3.71809454145e-09 2.57146384595e-09 1.70741373775e-09 -80.1074327808 -27.9390579685 42.2443428739 
194  Fe 3.57147364633e-09 2.4245945522e-09 1.85216331474e-09 37.061865971 -10.4872962043 -99.7348546049 
195  Ni 3.71850571384e-09 2.57245764196e-09 1.99821086834e-09 -73.8315737684 41.1519382806 23.7424480374 
196  Ni 3.57660530356e-09 2.71082458572e-09 1.27547687825e-09 15.17506629 -23.891101649 -18.992317989 
197  Fe 3.71732304634e-09 2.85507330201e-09 1.42091366593e-09 57.3591349448 -62.6034773712 38.5084533778 
198  Fe 3.57579008533e-09 2.7107368735e-09 1.56269333384e-09 -45.5733760007 -93.6701071419 -76.849683084 
199  Ni 3.71545250604e-09 2.8540006951e-09 1.70577419187e-09 -48.3263356371 94.8074815771 12.4828075583 
200  Ni 3.57297053864e-09 2.71315465874e-09 1.85216255743e-09 33.9196791565 -97.288310154 -81.3268284226 
201  Fe 3.71512562603e-09 2.85562253681e-09 1.99479125001e-09 -94.1920979853 -91.9314607009 -1.75198395818 
202  Fe 3.85811456322e-09 2.13698032855e-09 1.56721554592e-09 89.1519911537 18.126559685 -31.5319963412 
203  Fe 3.86239707708e-09 2.14057487e-09 1.85317939186e-09 -13.9197378018 38.0191269973 40.5289456903 
204  Fe 3.85831081483e-09 2.42804851633e-09 1.56777394406e-09 -71.6753950211 -24.9190071248 -69.958350514 
205  Fe 3.86147412957e-09 2.42605423016e-09 1.85473158602e-09 -71.4102495329 1.24941919988 71.1935877666 
206  Fe 3.8611849979e-09 2.71265953372e-09 1.27555617174e-09 52.3321985045 -83.5755146032 -52.6975138824 
207  Fe 3.86166187616e-09 2.71548258007e-09 1.56412947375e-09 -66.6601195776 73.7836204347 -15.3009912536 
208  Fe 3.85807554208e-09 2.7142726654e-09 1.85186634725e-09 71.8483338001 -71.7897556591 -8.97109830238 
209  Ni 3.8593838583e-09 2.99790386011e-09 1.28015526097e-09 4.96384487719 -32.5584550074 -22.794756723 
210  Fe 3.28844247651e-09 2.99884313463e-09 1.56342941916e-09 -48.8342985273 34.4355981492 95.0079957 
211  Fe 4.00226887592e-09 2.28472517144e-09 1.70886704235e-09 94.9986508093 -20.116091203 -14.1636168185 
212  Ni 4.00254306779e-09 2.28069571008e-09 1.99302170108e-09 7.48145827441 -86.1964121397 -11.4519269725 
213  Fe 4.00570562522e-09 2.56832133612e-09 1.4211442379e-09 26.1546298518 -80.3885100318 -3.38338767336 
214  Fe 4.00199687523e-09 2.56843589934e-09 1.70912456645e-09 -75.5973541995 -91.2365189713 -85.2568279883 
215  Fe 4.00721242115e-09 2.56683297641e-09 1.99469943644e-09 -7.12935054075 -5.15625677312 52.762299009 
216  Fe 4.005391813e-09 2.85414379125e-09 1.41974795277e-09 -66.6004049436 23.168348299 -72.1567082089 
217  Fe 4.00516575706e-09 2.85761792081e-09 1.70980218294e-09 -36.5587554577 51.7580987661 29.092710991 
218  Fe 4.00489734308e-09 2.85480291871e-09 1.99346171666e-09 -65.3651676911 4.09029717748 45.5171964809 
219  Fe 4.29245351482e-09 2.28446479487e-09 1.70594429673e-09 -18.0626815735 37.430177693 19.3008168225 
220  Ni 4.14508298857e-09 2.14104033695e-09 1.85371696213e-09 66.6363271729 9.2785114 47.5110611634 
221  Fe 4.29144933582e-09 2.28530921287e-09 1.99644213357e-09 -42.3347712226 4.27716211615 -72.6050301327 
222  Ni 4.14531637817e-09 2.42385228065e-09 1.56713784366e-09 43.501611959 -88.2413797026 -58.8014421793 
223  Fe 4.28933807925e-09 2.57155790587e-09 1.70645917977e-09 -67.9503150135 37.9132501492 -39.1899522111 
224  Fe 4.14848231715e-09 2.4285547811e-09 1.85189507911e-09 28.6662973131 62.3158959496 -30.4264711823 
225  Fe 4.2896068836e-09 2.57176720224e-09 1.99572805552e-09 43.4094693248 -44.8134546842 64.4172721377 
226  Ni 4.14830632004e-09 2.71315901524e-09 1.56587184677e-09 -3.82823175929 -11.4138595347 -12.4143796565 
227  Fe 4.29305427281e-09 2.8543247723e-09 1.70748976758e-09 24.0150601249 52.0273850076 -60.6562809835 
228  Fe 4.14785645575e-09 2.71422211538e-09 1.85229268629e-09 -46.8922289772 86.6622173165 43.4340161939 
229  Fe 4.2923181724e-09 2.85567563019e-09 1.99475748115e-09 98.6249675037 -31.4004643501 -19.1358062062 
230  Fe 4.43626246913e-09 2.42525861876e-09 1.8502978181e-09 17.925784233 -64.7641371772 90.1427052869 
231  Ni 4.57847943125e-09 2.57170795458e-09 1.99360703097e-09 -34.5631546036 -7.09890839974 -5.58013269006 
232  Fe 4.43292156482e-09 2.71552433275e-09 1.85095931162e-09 -7.16818473636 -63.5972964408 6.17848770049 
